e_form,e_hull,mu_b,gap pbe,a,alpha,beta,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
-0.429,1.528,0.656,0.0,3.926,90.0,90.0,8.0,76.0,68.0,34.8,32.160000000000004,8.0,51.0,87.0,36.0,73.8,15.84,87.0,15.9994,190.23,174.23059999999998,84.41364,82.09708800000001,15.9994,54.8,3695.0,3640.2,1433.08,1653.9360000000001,54.8,6.0,16.0,10.0,12.4,4.32,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,162.0,96.0,100.8,41.760000000000005,66.0,2.2,3.44,1.2399999999999998,2.976,0.5568,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,6.0,6.0,2.0,2.4,0.0,0.0,14.0,14.0,5.6,6.719999999999999,0.0,6.0,22.0,16.0,12.0,7.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,6.0,6.0,2.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.2,1.44,2.0,9.105,16.05,6.945,11.491,2.8632,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2,4,6,3.3806170189140663
-0.427,1.085,1.004,0.0,3.884,90.0,90.0,8.0,43.0,35.0,20.0,14.4,8.0,53.0,87.0,34.0,79.6,10.640000000000004,87.0,15.9994,98.0,82.0006,44.18396,33.82147199999999,15.9994,54.8,2430.0,2375.2,736.88,818.496,54.8,7.0,16.0,9.0,14.0,2.8,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,147.0,81.0,92.8,32.160000000000004,66.0,1.9,3.44,1.54,2.88,0.6719999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.0,1.2,4.0,0.0,10.0,10.0,3.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,9.0,8.0,2.8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.8,0.72,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,2.8,0.96,2.0,9.105,22.175,13.07,12.755,4.38,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,79.2,80.64000000000001,12.0,-2,7,9,4.705619740571601
-0.426,0.252,0.41,0.0,5.384,90.0,90.0,8.0,80.0,72.0,26.4,22.080000000000002,8.0,61.0,87.0,26.0,78.6,10.080000000000002,87.0,15.9994,200.59,184.5906,61.456320000000005,55.65347200000001,15.9994,54.8,1728.0,1673.2,425.34399999999994,521.0624,54.8,10.0,16.0,6.0,14.0,2.4,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,132.0,66.0,90.8,29.76,66.0,1.91,3.44,1.53,2.846,0.7128,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,3.6,4.32,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,6.0,26.0,20.0,10.8,6.08,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.6,0.6399999999999999,2.0,9.105,25.2375862069,16.1325862069,12.574517241379999,5.065227586207999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.11907894000000001,0.190526304,0.0,12.0,225.0,213.0,85.4,88.08,12.0,-2,4,6,3.3806170189140663
-0.425,2.307,0.794,0.0,4.455,90.0,90.0,8.0,75.0,67.0,31.2,27.839999999999996,8.0,13.0,87.0,74.0,65.6,25.68,87.0,15.9994,186.207,170.20759999999999,74.622134,70.3472808,15.9994,54.8,3459.0,3404.2,963.28,1090.1760000000002,54.8,3.0,16.0,13.0,11.6,5.279999999999999,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,207.0,141.0,111.2,54.24000000000001,66.0,1.1,3.44,2.34,2.664,0.9311999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.2,1.52,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,3.0,21.0,18.0,8.4,5.040000000000001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,2.8,3.3599999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,4.0,2.4,2.0,9.105,36.8975,27.7925,15.773500000000002,8.4496,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,-2,3,5,3.2732683535398857
-0.423,1.894,0.811,0.0,4.401,90.0,90.0,8.0,77.0,69.0,32.4,29.279999999999994,8.0,21.0,87.0,66.0,68.4,22.32,87.0,15.9994,192.217,176.2176,77.04303999999999,73.252368,15.9994,54.8,2739.0,2684.2,855.28,960.576,54.8,3.0,16.0,13.0,12.0,4.8,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,199.0,133.0,107.6,49.92,66.0,1.155,3.44,2.285,2.7350000000000003,0.8459999999999998,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,0.0,14.0,14.0,3.8,4.56,0.0,6.0,23.0,17.0,9.6,5.359999999999999,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,9.0,9.0,1.8,2.88,0.0,2.0,9.0,7.0,3.6,2.16,2.0,9.105,33.8425,24.7375,15.073500000000001,7.507600000000001,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,-2,3,5,3.2732683535398857
-0.42,2.871,-0.009,0.0,4.364,90.0,90.0,5.0,64.0,59.0,18.6,18.160000000000004,8.0,27.0,87.0,60.0,72.0,18.0,87.0,10.811,157.25,146.439,43.21184,45.615264,15.9994,54.8,2348.0,2293.2,819.68,917.8560000000001,54.8,3.0,16.0,13.0,12.8,3.9199999999999995,16.0,2.0,6.0,4.0,2.8,1.2799999999999998,2.0,66.0,196.0,130.0,95.6,40.16,66.0,1.2,3.44,2.24,2.712,0.8735999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.6799999999999997,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,3.0,10.0,7.0,6.2,1.52,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,2.0,16.0,14.0,5.4,4.24,2.0,7.1725,32.05,24.877499999999998,13.3075,7.496999999999998,9.105,0.0,1.524,1.524,0.3048,0.48768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,79.2,80.64000000000001,12.0,-2,3,5,3.2732683535398857
-0.417,1.564,0.0,0.0,3.945,90.0,90.0,8.0,78.0,70.0,23.0,22.0,8.0,63.0,87.0,24.0,79.4,9.12,87.0,15.9994,195.084,179.0846,54.01274771999999,56.428500912000004,15.9994,54.8,2041.4,1986.6000000000001,627.854,687.6648000000001,54.8,10.0,16.0,6.0,14.2,2.16,16.0,2.0,6.0,4.0,3.0,1.2,2.0,66.0,136.0,70.0,91.0,30.0,66.0,1.61,3.44,1.8299999999999998,2.842,0.7176,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.6,1.6799999999999997,4.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,3.0,24.0,21.0,9.0,6.0,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,2.6,0.9600000000000002,2.0,9.105,16.48,7.375,11.763,3.1895999999999995,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,97.2,102.24000000000001,12.0,0,0,0,0.0
-0.416,2.685,0.0,0.0,4.488,90.0,90.0,5.0,89.0,84.0,23.6,26.160000000000004,8.0,14.0,87.0,73.0,69.4,22.159999999999997,87.0,10.811,227.0,216.189,57.161840000000005,67.935264,15.9994,54.8,2348.0,2293.2,767.08,854.7360000000001,54.8,3.0,16.0,13.0,12.8,3.9199999999999995,16.0,2.0,7.0,5.0,3.0,1.6,2.0,66.0,215.0,149.0,99.4,46.24,66.0,1.1,3.44,2.34,2.692,0.8976,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.6799999999999997,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.8,1.44,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,4.0,2.4,2.0,7.1725,44.5125,37.34,15.8,11.485000000000001,9.105,0.0,1.524,1.524,0.3048,0.48768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,85.4,88.08,12.0,-2,3,5,3.2732683535398857
-0.414,0.832,0.288,0.0,3.901,90.0,90.0,8.0,76.0,68.0,26.6,22.32,8.0,57.0,87.0,30.0,80.4,9.359999999999996,87.0,15.9994,190.23,174.23059999999998,62.62996,55.956672000000005,15.9994,54.8,3306.0,3251.2,912.0799999999999,1028.736,54.8,8.0,16.0,8.0,14.2,2.4800000000000004,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,144.0,78.0,92.2,31.439999999999998,66.0,2.18,3.44,1.2599999999999998,2.9400000000000004,0.5999999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.0,1.2,4.0,0.0,10.0,10.0,3.2,3.8400000000000007,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,6.0,22.0,16.0,11.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.8,0.72,2.0,0.0,4.0,4.0,0.8,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6,0.72,2.0,9.105,22.175,13.07,12.716,4.3332,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,79.2,80.64000000000001,12.0,-2,4,6,3.3806170189140663
-0.414,0.815,0.0,0.0,4.023,90.0,90.0,8.0,78.0,70.0,30.6,27.120000000000005,8.0,63.0,87.0,24.0,81.8,7.520000000000001,87.0,15.9994,195.084,179.0846,72.96844,68.36284800000001,15.9994,54.8,2041.4,1986.6000000000001,621.916,680.5392,54.8,10.0,16.0,6.0,14.6,1.8400000000000003,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,139.0,73.0,94.6,34.32,66.0,2.05,3.44,1.3900000000000001,2.93,0.612,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,3.0,1.2,4.0,0.0,10.0,10.0,3.8,4.56,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,6.0,24.0,18.0,11.4,6.480000000000001,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,3.0,3.0,1.8,0.72,2.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.2,0.3200000000000001,2.0,9.105,31.56,22.455,14.779,6.8088,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,85.4,88.08,12.0,0,0,0,0.0
-0.41,2.913,-0.397,0.0,4.436,90.0,90.0,5.0,62.0,57.0,18.2,17.52,8.0,23.0,87.0,64.0,71.2,19.279999999999998,87.0,10.811,150.36,139.549,41.83384,43.410464000000005,15.9994,54.8,2348.0,2293.2,771.48,860.016,54.8,3.0,16.0,13.0,12.8,3.9199999999999995,16.0,2.0,6.0,4.0,2.8,1.2799999999999998,2.0,66.0,198.0,132.0,96.0,40.8,66.0,1.17,3.44,2.27,2.7060000000000004,0.8808,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.6799999999999997,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.2,1.92,0.0,3.0,8.0,5.0,5.8,1.12,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.6,2.56,0.0,2.0,8.0,6.0,3.8,2.16,2.0,7.1725,33.23,26.057499999999997,13.5435,7.874599999999998,9.105,0.0,1.524,1.524,0.3048,0.48768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,166.0,154.0,73.6,73.92,12.0,-2,3,5,3.2732683535398857
-0.409,0.99,0.0,0.0,3.953,90.0,90.0,8.0,78.0,70.0,26.6,22.32,8.0,63.0,87.0,24.0,79.6,8.88,87.0,15.9994,195.084,179.0846,62.561040000000006,55.873968000000005,15.9994,54.8,2041.4,1986.6000000000001,501.742,615.8632,54.8,10.0,16.0,6.0,14.2,2.16,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,136.0,70.0,91.2,30.24,66.0,1.81,3.44,1.63,2.882,0.6696,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.6,1.6799999999999997,4.0,0.0,10.0,10.0,3.8,4.56,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,6.0,24.0,18.0,11.0,6.0,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,2.6,0.9600000000000002,2.0,9.105,18.8575,9.752500000000001,12.238499999999998,3.7601999999999998,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,65.0,64.0,12.0,-2,4,6,3.3806170189140663
-0.408,0.683,0.0,0.0,3.953,90.0,90.0,8.0,52.0,44.0,24.2,19.439999999999998,8.0,59.0,90.0,31.0,82.0,9.2,87.0,15.9994,127.6,111.6006,55.700739999999996,47.641608,15.9994,54.8,2237.0,2182.2,624.812,684.0144,54.8,9.0,16.0,7.0,14.6,2.24,16.0,2.0,5.0,3.0,3.2,1.44,2.0,66.0,142.0,76.0,95.6,35.519999999999996,66.0,2.1,3.44,1.3399999999999999,2.94,0.6,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,3.2,1.2799999999999998,4.0,0.0,10.0,10.0,3.6,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,10.0,8.6,3.12,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.6,0.6399999999999999,2.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.2,0.3200000000000001,2.0,9.105,34.7633333333,25.658333333299996,15.14366666666,7.847866666655999,9.105,0.0,0.464,0.464,0.09280000000000001,0.14848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,82.6,84.72,12.0,0,0,0,0.0
-0.406,0.965,0.682,0.0,4.013,90.0,90.0,8.0,51.0,43.0,23.8,18.96,8.0,56.0,87.0,31.0,80.4,9.759999999999996,87.0,15.9994,121.76,105.76060000000001,54.165639999999996,45.799488,15.9994,54.8,2607.0,2552.2,735.036,816.2832000000001,54.8,8.0,16.0,8.0,14.2,2.4800000000000004,16.0,2.0,5.0,3.0,3.2,1.44,2.0,66.0,146.0,80.0,96.6,36.72,66.0,2.05,3.44,1.3900000000000001,2.914,0.6312,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,3.0,1.2,4.0,0.0,10.0,10.0,3.4,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,9.0,8.2,2.7199999999999998,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,3.0,3.0,1.8,0.72,2.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6,0.72,2.0,9.105,31.56,22.455,14.477,6.8332,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,79.2,80.64000000000001,12.0,-2,3,5,3.2732683535398857
-0.406,1.975,0.188,0.0,3.865,90.0,90.0,8.0,73.0,65.0,28.2,24.24,8.0,48.0,87.0,39.0,73.0,16.8,87.0,15.9994,180.94788,164.94848,66.003216,60.00457919999999,15.9994,54.8,3290.0,3235.2,1212.28,1388.976,54.8,5.0,16.0,11.0,12.2,4.5600000000000005,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,170.0,104.0,102.8,44.160000000000004,66.0,1.5,3.44,1.94,2.804,0.7632,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,7.0,7.0,2.0,2.4,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,6.0,19.0,13.0,9.0,4.0,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,7.0,7.0,2.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.4,1.6799999999999997,2.0,9.105,18.12,9.015,11.789000000000001,3.2207999999999997,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2,4,6,3.3806170189140663
-0.402,0.911,0.0,0.0,3.33,90.0,90.0,8.0,47.0,39.0,22.8,17.76,8.0,53.0,87.0,34.0,75.8,13.440000000000001,87.0,15.9994,107.8682,91.86880000000001,50.77328,41.728656,15.9994,54.8,2430.0,2375.2,765.8660000000001,853.2792000000002,54.8,7.0,16.0,9.0,13.2,3.3600000000000003,16.0,2.0,5.0,3.0,3.2,1.44,2.0,66.0,147.0,81.0,98.0,38.4,66.0,1.9,3.44,1.54,2.83,0.732,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,3.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,5.0,7.2,1.52,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.4,1.0399999999999998,2.0,9.105,16.33,7.224999999999998,11.586,2.9771999999999994,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,-2,4,6,3.3806170189140663
-0.402,1.411,0.465,0.0,3.594,90.0,90.0,4.0,27.0,23.0,11.0,6.4,8.0,58.0,87.0,29.0,77.2,11.76,87.0,9.012182,58.933195,49.921013,23.1887154,14.297791840000002,15.9994,54.8,1768.0,1713.2,698.48,772.4159999999999,54.8,2.0,16.0,14.0,11.8,5.04,16.0,2.0,4.0,2.0,2.4,0.6399999999999999,2.0,66.0,126.0,60.0,84.0,21.6,66.0,1.57,3.44,1.8699999999999999,2.754,0.8231999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,5.8,1.52,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.8,0.72,2.0,7.89,10.245,2.3549999999999995,9.09,0.48000000000000026,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.30969424,0.49551078400000004,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,-2,4,6,3.3806170189140663
-0.401,1.363,1.465,0.0,3.809,90.0,90.0,8.0,76.0,68.0,24.8,20.48,8.0,49.0,87.0,38.0,73.4,16.32,87.0,15.9994,190.23,174.23059999999998,58.04485999999999,52.874055999999996,15.9994,54.8,3306.0,3251.2,1130.08,1290.336,54.8,6.0,16.0,10.0,12.4,4.32,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,144.0,78.0,96.2,36.239999999999995,66.0,1.66,3.44,1.78,2.836,0.7247999999999999,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,6.0,6.0,2.2,2.6399999999999997,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,6.0,22.0,16.0,9.2,5.119999999999999,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.8,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.2,1.44,2.0,9.105,14.09,4.984999999999999,10.519,1.6967999999999996,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2,4,6,3.3806170189140663
-0.399,1.375,0.793,0.0,3.881,90.0,90.0,8.0,42.0,34.0,19.8,14.160000000000002,8.0,50.0,87.0,37.0,79.0,11.6,87.0,15.9994,95.96,79.9606,43.77596,33.331872,15.9994,54.8,2896.0,2841.2,830.0799999999999,930.336,54.8,6.0,16.0,10.0,13.8,3.1199999999999997,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,154.0,88.0,94.2,33.839999999999996,66.0,2.16,3.44,1.2799999999999998,2.932,0.6095999999999999,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,3.0,1.2,4.0,0.0,10.0,10.0,3.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,9.0,7.8,2.88,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,3.0,3.0,1.8,0.72,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.0,1.2,2.0,9.105,22.175,13.07,13.036000000000001,4.7172,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,86.2,89.04,12.0,-2,3,5,3.2732683535398857
