e_form,e_hull,mu_b,vpa,gap pbe,a,c,alpha,gamma,e_form oxygen,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
-1.794,0.23,0.4,16.948,0.598,6.36,6.36,57.0,57.0,-11.44,8.0,44.0,36.0,21.2,15.839999999999998,8.0,8.0,87.0,79.0,65.0,26.4,87.0,15.9994,101.07,85.0706,47.33764,37.605888,15.9994,54.8,2607.0,2552.2,764.28,851.376,54.8,2.0,16.0,14.0,11.6,5.279999999999999,16.0,2.0,5.0,3.0,3.2,1.44,2.0,66.0,195.0,129.0,107.8,50.160000000000004,66.0,0.95,3.44,2.49,2.694,0.8951999999999998,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,5.6,1.4400000000000002,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,9.105,54.23,45.125,19.011,14.087599999999998,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,-2,4,6,3.3806170189140663
-1.794,0.957,-0.001,14.94,0.0,4.212,4.212,90.0,90.0,1.234,8.0,64.0,56.0,27.8,23.76,8.0,27.0,87.0,60.0,74.6,19.040000000000003,87.0,15.9994,157.25,141.2506,65.40164,59.28268800000001,15.9994,54.8,1586.0,1531.2,530.836,571.2432,54.8,3.0,16.0,13.0,13.2,4.08,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,196.0,130.0,106.6,48.72,66.0,1.2,3.44,2.24,2.714,0.8712,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.0,1.2,4.0,0.0,10.0,10.0,2.2,3.12,0.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,6.0,15.0,9.0,8.6,3.12,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.8,0.72,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,2.0,16.0,14.0,5.0,4.4,2.0,9.105,32.05,22.944999999999997,18.185,10.895999999999997,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,79.2,80.64000000000001,12.0,-2,3,5,3.2732683535398857
-1.793,1.097,0.0,12.684,0.0,3.988,3.988,90.0,90.0,-0.387,8.0,90.0,82.0,38.0,36.0,8.0,16.0,87.0,71.0,66.8,24.240000000000002,87.0,15.9994,232.03806,216.03866,94.053252,93.6646224,15.9994,54.8,3306.0,3251.2,1098.6799999999998,1252.656,54.8,3.0,16.0,13.0,11.8,5.04,16.0,2.0,7.0,5.0,3.8,2.16,2.0,66.0,206.0,140.0,109.6,52.32000000000001,66.0,1.3,3.44,2.1399999999999997,2.7640000000000002,0.8111999999999998,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,6.0,6.0,1.6,1.9200000000000004,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,4.0,22.0,18.0,8.8,5.28,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,8.0,8.0,2.4,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.6,1.9200000000000004,2.0,9.105,32.37,23.264999999999997,14.754999999999999,7.045999999999998,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,0,0,0,0.0
-1.791,0.602,-0.402,17.195,0.0,4.414,4.414,90.0,90.0,-2.888,8.0,81.0,73.0,34.2,31.439999999999998,8.0,31.0,87.0,56.0,73.6,17.040000000000003,87.0,15.9994,204.3833,188.38389999999998,82.9763,80.37228,15.9994,54.8,1685.0,1630.2,485.28000000000003,516.576,54.8,3.0,16.0,13.0,12.8,3.9199999999999995,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,192.0,126.0,107.0,49.2,66.0,1.22,3.44,2.2199999999999998,2.632,0.9696,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.6799999999999997,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,14.0,14.0,4.8,5.76,0.0,6.0,27.0,21.0,11.4,6.480000000000001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.8,1.28,0.0,2.0,5.0,3.0,3.0,1.2,2.0,9.105,31.24,22.134999999999998,17.093,9.5856,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,-2,3,5,3.2732683535398857
-1.791,0.878,0.345,11.731,0.0,3.885,3.885,90.0,90.0,0.589,8.0,43.0,35.0,17.6,11.52,8.0,11.0,87.0,76.0,65.0,26.4,87.0,15.9994,98.0,82.0006,38.1908224,26.629706880000004,15.9994,54.8,2430.0,2375.2,881.68,992.2560000000001,54.8,3.0,16.0,13.0,11.6,5.279999999999999,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,170.0,104.0,103.0,44.4,66.0,1.36,3.44,2.08,2.716,0.8687999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.2,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.6,1.0400000000000003,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,2.8,3.3599999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,4.0,2.4,2.0,9.105,22.235,13.129999999999999,12.767,4.394399999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35e-06,6.35e-06,1.2700000000000001e-06,2.032e-06,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,-2,4,6,3.3806170189140663
-1.79,0.08,0.468,11.637,0.0,5.425,7.724,90.0,90.0,1.768,8.0,82.0,74.0,26.0,22.4,8.0,49.0,87.0,38.0,78.2,11.679999999999998,87.0,15.9994,207.2,191.20059999999998,61.43886,58.304455999999995,15.9994,54.8,2180.0,2125.2,589.0020000000001,641.0424,54.8,6.0,16.0,10.0,13.6,3.04,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,146.0,80.0,96.6,36.72,66.0,1.66,3.44,1.78,2.862,0.6936,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,10.0,10.0,3.0,3.6,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,6.0,28.0,22.0,10.4,7.040000000000001,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.2,1.44,2.0,9.105,28.11,19.005,13.322999999999999,5.9148,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.0,103.2,12.0,-2,4,6,3.3806170189140663
-1.79,0.825,0.599,13.338,0.0,4.055,4.055,90.0,90.0,0.072,8.0,72.0,64.0,28.2,24.24,8.0,45.0,87.0,42.0,73.0,16.8,87.0,15.9994,178.49,162.4906,65.87874000000001,59.85520799999999,15.9994,54.8,2506.0,2451.2,981.4799999999999,1112.016,54.8,4.0,16.0,12.0,12.2,4.5600000000000005,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,175.0,109.0,103.0,44.4,66.0,1.3,3.44,2.1399999999999997,2.7800000000000002,0.792,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,8.0,8.0,2.0,2.4,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,6.0,18.0,12.0,9.0,3.6,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,8.0,8.0,2.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.4,1.8399999999999999,2.0,9.105,22.2,13.094999999999999,12.631,4.231199999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,0,0,0,0.0
-1.79,1.427,0.917,15.601,0.0,4.273,4.273,90.0,90.0,-4.65,8.0,68.0,60.0,23.2,18.24,8.0,35.0,87.0,52.0,69.0,21.6,87.0,15.9994,167.259,151.25959999999998,53.45065999999999,45.523335999999986,15.9994,54.8,2180.0,2125.2,822.8799999999999,921.6959999999999,54.8,3.0,16.0,13.0,11.4,5.5200000000000005,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,189.0,123.0,105.2,47.04,66.0,1.24,3.44,2.2,2.644,0.9551999999999999,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,12.0,12.0,2.4,3.84,0.0,6.0,14.0,8.0,7.6,2.5599999999999996,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,2.0,2.0,0.4,0.64,0.0,2.0,6.0,4.0,2.8,1.2799999999999998,2.0,9.105,30.585,21.48,13.818000000000001,6.706800000000001,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2,3,5,3.2732683535398857
-1.79,0.825,0.599,13.338,0.0,4.055,4.055,90.0,90.0,0.072,8.0,72.0,64.0,28.2,24.24,8.0,45.0,87.0,42.0,73.0,16.8,87.0,15.9994,178.49,162.4906,65.87874000000001,59.85520799999999,15.9994,54.8,2506.0,2451.2,981.4799999999999,1112.016,54.8,4.0,16.0,12.0,12.2,4.5600000000000005,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,175.0,109.0,103.0,44.4,66.0,1.3,3.44,2.1399999999999997,2.7800000000000002,0.792,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,8.0,8.0,2.0,2.4,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,6.0,18.0,12.0,9.0,3.6,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,8.0,8.0,2.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.4,1.8399999999999999,2.0,9.105,22.2,13.094999999999999,12.631,4.231199999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,0,0,0,0.0
-1.789,0.653,0.202,15.362,0.0,4.251,4.251,90.0,90.0,-2.29,8.0,68.0,60.0,28.0,24.0,8.0,35.0,87.0,52.0,73.2,16.56,87.0,15.9994,167.259,151.25959999999998,65.53363999999999,59.44108799999999,15.9994,54.8,1770.0,1715.2,505.72400000000005,541.1088,54.8,3.0,16.0,13.0,12.6,4.08,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,189.0,123.0,106.2,48.239999999999995,66.0,1.24,3.44,2.2,2.65,0.9480000000000001,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,12.0,12.0,2.4,3.84,0.0,6.0,14.0,8.0,8.8,3.3600000000000003,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,2.0,2.0,1.6,0.6399999999999999,2.0,9.105,30.585,21.48,15.479,7.6488,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,0,0,0,0.0
-1.788,0.618,0.003,12.354,0.0,3.953,3.953,90.0,90.0,0.674,8.0,76.0,68.0,32.4,29.279999999999994,8.0,23.0,87.0,64.0,68.2,22.56,87.0,15.9994,190.23,174.23059999999998,77.71764,74.061888,15.9994,54.8,3306.0,3251.2,963.0799999999999,1089.9360000000001,54.8,3.0,16.0,13.0,11.8,5.04,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,198.0,132.0,108.0,50.4,66.0,1.17,3.44,2.27,2.7380000000000004,0.8423999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,6.0,6.0,1.2,1.92,0.0,0.0,14.0,14.0,4.0,4.8,0.0,6.0,22.0,16.0,9.6,4.959999999999999,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,4.0,4.0,0.8,1.28,0.0,0.0,8.0,8.0,1.6,2.56,0.0,2.0,8.0,6.0,3.6,1.9200000000000004,2.0,9.105,33.23,24.124999999999996,14.926999999999998,7.3211999999999975,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,79.2,80.64000000000001,12.0,-2,4,6,3.3806170189140663
-1.788,1.487,0.401,15.251,0.0,4.241,4.241,90.0,90.0,-5.556,8.0,67.0,59.0,22.8,17.76,8.0,33.0,87.0,54.0,68.0,22.8,87.0,15.9994,164.93032,148.93092,52.77400399999999,44.86252639999999,15.9994,54.8,2183.0,2128.2,818.88,916.896,54.8,3.0,16.0,13.0,11.2,5.76,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,192.0,126.0,108.6,51.12,66.0,1.23,3.44,2.21,2.636,0.9648,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,11.0,11.0,2.2,3.5200000000000005,0.0,5.0,13.0,8.0,7.2,2.3200000000000003,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,0.0,3.0,3.0,0.6,0.96,0.0,2.0,7.0,5.0,3.2,1.52,2.0,9.105,30.7333333333,21.6283333333,14.21166666666,6.608666666655999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2,3,5,3.2732683535398857
-1.786,0.801,0.001,17.358,0.0,4.427,4.427,90.0,90.0,-2.646,8.0,83.0,75.0,33.8,30.96,8.0,23.0,87.0,64.0,74.0,20.4,87.0,15.9994,208.9804,192.981,81.46772000000001,78.56198400000001,15.9994,54.8,1345.0,1290.2,410.76000000000005,427.15200000000004,54.8,3.0,16.0,13.0,13.2,4.08,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,198.0,132.0,108.8,51.35999999999999,66.0,1.17,3.44,2.27,2.702,0.8855999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.0,1.2,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,14.0,14.0,4.0,4.8,0.0,6.0,29.0,23.0,11.0,7.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.8,0.72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.6,2.56,0.0,2.0,8.0,6.0,3.4,1.8399999999999999,2.0,9.105,33.23,24.124999999999996,18.699,11.5128,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,166.0,154.0,42.8,49.279999999999994,12.0,-2,3,5,3.2732683535398857
-1.785,0.133,0.6,16.353,0.0,6.583,6.583,52.0,52.0,-7.768,8.0,38.0,30.0,17.8,11.76,8.0,8.0,87.0,79.0,65.4,25.919999999999998,87.0,15.9994,87.62,71.62060000000001,38.910279,27.493054800000003,15.9994,54.8,1768.0,1713.2,596.48,650.016,54.8,2.0,16.0,14.0,11.8,5.04,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,195.0,129.0,103.8,45.36,66.0,0.95,3.44,2.49,2.63,0.9719999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,5.8,1.52,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.8,0.72,2.0,9.105,54.23,45.125,18.357999999999997,14.348799999999997,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.30969424,0.49551078400000004,0.0,12.0,225.0,213.0,91.0,94.8,12.0,-2,4,6,3.3806170189140663
-1.784,0.556,0.4,19.27,0.0,4.584,4.584,90.0,90.0,-1.582,8.0,58.0,50.0,18.6,15.760000000000002,8.0,2.0,87.0,85.0,55.6,37.67999999999999,87.0,15.9994,140.116,124.11660000000002,42.220793856,39.1580824576,15.9994,54.8,1071.0,1016.2,321.254,319.74480000000005,54.8,1.0,16.0,15.0,10.4,6.719999999999999,16.0,2.0,6.0,4.0,3.0,1.2,2.0,66.0,204.0,138.0,113.6,57.120000000000005,66.0,0.93,3.44,2.51,2.474,1.1591999999999998,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,1.0,1.0,0.2,0.32,0.0,1.0,6.0,5.0,4.6,1.6800000000000002,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,13.0,13.0,2.6,4.16,0.0,1.0,22.0,21.0,5.8,6.4799999999999995,2.0,9.105,37.24,28.135,18.759666666660003,11.585599999992002,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,0,0,0,0.0
-1.783,0.932,0.0,15.907,0.0,4.301,4.301,90.0,90.0,-2.994,8.0,66.0,58.0,28.2,24.24,8.0,31.0,87.0,56.0,75.4,17.759999999999998,87.0,15.9994,162.5,146.5006,66.45164,60.542688,15.9994,54.8,1685.0,1630.2,550.636,595.0031999999999,54.8,3.0,16.0,13.0,13.2,4.08,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,192.0,126.0,105.8,47.760000000000005,66.0,1.22,3.44,2.2199999999999998,2.718,0.8664000000000002,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.0,1.2,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,10.0,10.0,2.0,3.2,0.0,6.0,15.0,9.0,9.0,3.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.8,0.72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.8,1.28,0.0,2.0,4.0,2.0,2.6,0.72,2.0,9.105,31.56,22.455,18.023,10.7016,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,79.2,80.64000000000001,12.0,-2,3,5,3.2732683535398857
-1.783,0.059,-0.026,10.542,0.0,5.269,7.509,90.0,90.0,0.065,8.0,63.0,55.0,23.2,18.24,8.0,25.0,87.0,62.0,70.0,20.4,87.0,15.9994,151.964,135.9646,52.70164,44.042688,15.9994,54.8,1357.77,1302.97,523.434,562.3608,54.8,3.0,16.0,13.0,12.4,4.32,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,198.0,132.0,105.6,47.519999999999996,66.0,1.185,3.44,2.255,2.681,0.9108,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,6.0,11.0,5.0,7.6,1.92,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,1.0,7.0,6.0,2.8,1.6799999999999997,2.0,9.105,36.46,27.355,14.969,8.5964,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.0,103.2,12.0,-2,3,5,3.2732683535398857
-1.781,0.235,0.001,11.772,0.0,5.276,7.918,90.0,90.0,-2.029,8.0,47.0,39.0,18.4,12.48,8.0,11.0,87.0,76.0,67.4,23.52,87.0,15.9994,107.8682,91.86880000000001,40.164462400000005,28.99807488,15.9994,54.8,1814.0,1759.2,642.666,705.4392,54.8,3.0,16.0,13.0,12.4,4.32,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,170.0,104.0,102.6,43.92,66.0,1.36,3.44,2.08,2.722,0.8615999999999999,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,2.2,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,6.4,1.8400000000000003,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,3.2,2.3200000000000003,2.0,9.105,22.235,13.129999999999999,13.175999999999998,4.885199999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35e-06,6.35e-06,1.2700000000000001e-06,2.032e-06,0.0,12.0,225.0,213.0,91.0,94.8,12.0,-2,3,5,3.2732683535398857
